Ensembl ID;Gene;Chromosome_scaffold;Transcript start;Transcript end
ENSMUST00000206832;Hnrnpul1;7;25721165;25754757
ENSMUST00000096753;Hnrnpul2;19;8820010;8834143
ENSMUST00000097836;Hp1bp3;4;138216627;138243170
ENSMUST00000099393;Hps6;19;46003508;46006173
ENSMUST00000097957;Hras;7;141190926;141194005
ENSMUST00000043325;Hs2st1;3;144429706;144570181
ENSMUST00000034300;Hsbp1;8;119344488;119348922
ENSMUST00000056937;Hscb;5;110829070;110839777
ENSMUST00000028619;Hsd17b12;2;94032689;94157964
ENSMUST00000025385;Hsd17b4;18;50128201;50196269
ENSMUST00000036049;Hsdl1;8;119561989;119575183
ENSMUST00000072838;Hsf1;15;76477445;76500972
ENSMUST00000079833;Hsf2;10;57486396;57513135
ENSMUST00000024739;Hsp90ab1;17;45567775;45573271
ENSMUST00000020238;Hsp90b1;10;86690840;86705509
ENSMUST00000046283;Hspa13;16;75755022;75766821
ENSMUST00000020630;Hspa4;11;53259814;53300457
ENSMUST00000100171;Hspa5;2;34772095;34776531
ENSMUST00000027123;Hspd1;1;55077835;55088024
ENSMUST00000075242;Hspe1;1;55088132;55091307
ENSMUST00000088652;Htatsf1;X;57053615;57067183
ENSMUST00000089645;Htra2;6;83051266;83054571
ENSMUST00000080036;Htt;5;34761744;34912534
ENSMUST00000066601;Hyou1;9;44379490;44392369
ENSMUST00000076813;Iah1;12;21316389;21323819
ENSMUST00000047363;Iars;13;49682130;49734267
ENSMUST00000027921;Iars2;1;185284726;185329396
ENSMUST00000039213;Ibtk;9;85687360;85749334
ENSMUST00000043493;Ice1;13;70588697;70637634
ENSMUST00000034761;Ice2;9;69397906;69433122
ENSMUST00000048892;Icmt;4;152297227;152307121
ENSMUST00000131070;Ide;19;37268743;37330613
ENSMUST00000026487;Ier3ip1;18;76930017;76941612
ENSMUST00000041565;Ift172;5;31253277;31291107
ENSMUST00000108275;Ift20;11;78536443;78541489
ENSMUST00000128788;Ift20;11;78536361;78541737
ENSMUST00000016781;Ift27;15;78159463;78174107
ENSMUST00000118186;Ift46;9;44776377;44790895
ENSMUST00000018002;Ift52;2;163017354;163046141
ENSMUST00000033570;Igbp1;X;100494291;100516125
ENSMUST00000025751;Ighmbp2;19;3259076;3283017
ENSMUST00000007042;Ik;18;36744656;36757639
ENSMUST00000033939;Ikbkb;8;22659212;22706578
ENSMUST00000001042;Ilf2;3;90476147;90488379
ENSMUST00000115414;Ilf3;9;21368003;21401803
ENSMUST00000067646;Ilf3;9;21367871;21405360
ENSMUST00000027534;Ilkap;1;91375831;91398783
ENSMUST00000037499;Immp1l;2;105904638;105965558
ENSMUST00000027303;Imp4;1;34439851;34449356
ENSMUST00000065938;Impa1;3;10311956;10331439
ENSMUST00000118410;Impa1;3;10313954;10331439
ENSMUST00000054399;Ing1;8;11556066;11563251
ENSMUST00000080353;Ing2;8;47667178;47675158
ENSMUST00000031680;Ing3;6;21949571;21976038
ENSMUST00000115389;Ing3;6;21949657;21974903
ENSMUST00000027505;Ing5;1;93803965;93822095
ENSMUST00000095063;Inip;4;59769637;59783866
ENSMUST00000049920;Ino80;2;119373042;119477687
ENSMUST00000153360;Ino80c;18;24104757;24121953
ENSMUST00000027271;Inpp1;1;52785427;52817688
ENSMUST00000094782;Inpp5b;4;124741850;124801511
ENSMUST00000003818;Insig2;1;121304353;121328024
ENSMUST00000091291;Insr;8;3150922;3279617
ENSMUST00000072607;Ints1;5;139751282;139775673
ENSMUST00000034328;Ints10;8;68793929;68829410
ENSMUST00000029650;Ints12;3;133091840;133110988
ENSMUST00000029542;Ints3;3;90391396;90433529
ENSMUST00000026126;Ints4;7;97480956;97541394
ENSMUST00000043914;Ints9;14;64950045;65039832
ENSMUST00000030029;Invs;4;48279802;48431954
ENSMUST00000176854;Ip6k1;9;108002646;108033724
ENSMUST00000035214;Ip6k1;9;108002501;108048782
ENSMUST00000079252;Ipmk;10;71347763;71385885
ENSMUST00000080856;Ipo11;13;106794439;106936958
ENSMUST00000032898;Ipo5;14;120911224;120947999
ENSMUST00000048418;Ipo8;6;148770683;148831467
ENSMUST00000041023;Ipo9;1;135382312;135430499
ENSMUST00000021817;Ippk;13;49421614;49462901
ENSMUST00000121442;Iqcc;4;129618099;129619096
ENSMUST00000046675;Iqcc;4;129615126;129619099
ENSMUST00000101153;Iqsec1;6;90656088;90716529
ENSMUST00000113245;Irak1bp1;9;82829540;82847687
ENSMUST00000034843;Ireb2;9;54863789;54912530
ENSMUST00000049020;Irgq;7;24530689;24538600
ENSMUST00000021667;Isca2;12;84773251;84775085
ENSMUST00000112312;Iscu;5;113772803;113778273
ENSMUST00000026937;Iscu;5;113772748;113778288
ENSMUST00000112311;Iscu;5;113772803;113777798
ENSMUST00000055984;Isg20l2;3;87930314;87940686
ENSMUST00000025503;Isoc1;18;58659466;58680368
ENSMUST00000034164;Ist1;8;109671325;109693260
ENSMUST00000029126;Itch;2;155133509;155226855
ENSMUST00000109685;Itch;2;155133559;155226853
ENSMUST00000034140;Itfg1;8;85717578;85840921
ENSMUST00000001559;Itfg2;6;128409444;128424931
ENSMUST00000103193;Itpa;2;130667610;130681614
ENSMUST00000062580;Itsn2;12;4593008;4713950
ENSMUST00000028807;Ivd;2;118861954;118882909
ENSMUST00000025243;Iws1;18;32067741;32104328
ENSMUST00000204254;Jagn1;6;113442610;113448209
ENSMUST00000101070;Jagn1;6;113442569;113448229
ENSMUST00000102781;Jak1;4;101152367;101265282
ENSMUST00000173246;Jarid2;13;44731271;44921643
ENSMUST00000117449;Jkamp;12;72085857;72101461
ENSMUST00000026832;Jmjd8;17;25829043;25831842
ENSMUST00000023061;Josd1;15;79674251;79687919
ENSMUST00000029546;Jtb;3;90231597;90235838
ENSMUST00000023727;Kansl2;15;98518821;98534244
ENSMUST00000116400;Kansl2;15;98518808;98534244
ENSMUST00000185912;Kansl3;1;36335730;36369157
ENSMUST00000010597;Kansl3;1;36335730;36369181
ENSMUST00000093120;Kars;8;111993443;112011266
ENSMUST00000034426;Kars;8;111993443;112011323
ENSMUST00000000724;Kat2b;17;53566971;53672720
ENSMUST00000113641;Kat5;19;5603014;5610237
ENSMUST00000033070;Kat8;7;127912516;127925837
ENSMUST00000034239;Katnb1;8;95081186;95100211
ENSMUST00000114323;Kbtbd2;6;56777524;56797736
ENSMUST00000111464;Kbtbd4;2;90904740;90910561
ENSMUST00000068697;Kcmf1;6;72841114;72899979
ENSMUST00000204598;Kcmf1;6;72842569;72899292
ENSMUST00000103035;Kctd2;11;115420128;115431274
ENSMUST00000118762;Kctd20;17;28952422;28969549
ENSMUST00000017090;Kctd5;17;24047734;24073485
ENSMUST00000002855;Kdelr1;7;45872772;45883732
ENSMUST00000110731;Kdelr2;5;143403838;143421901
ENSMUST00000105847;Kdm1a;4;136550544;136602687
ENSMUST00000075856;Kdm2a;19;4316170;4397077
ENSMUST00000043775;Kdm3b;18;34777047;34838660
ENSMUST00000106406;Kdm4a;4;118136957;118180043
ENSMUST00000097911;Kdm4a;4;118136959;118179654
ENSMUST00000141507;Kdm4b;17;56393920;56402870
ENSMUST00000005108;Kdm5a;6;120364124;120444574
ENSMUST00000112588;Kdm5c;X;152233229;152274535
ENSMUST00000044484;Kdm6a;X;18162575;18279936
ENSMUST00000033010;Kdm8;7;125444676;125462269
ENSMUST00000194542;Keap1;9;21229730;21239332
ENSMUST00000066257;Khdrbs1;4;129713819;129742296
ENSMUST00000007814;Khsrp;17;57021051;57031488
ENSMUST00000066652;Kidins220;12;24974925;25059697
ENSMUST00000056978;Kif13a;13;46749087;46929718
ENSMUST00000043589;Kif16b;2;142617474;142901531
ENSMUST00000065887;Kif1bp;10;62558470;62578457
ENSMUST00000122233;Kif2a;13;106961260;107022114
ENSMUST00000022204;Kif2a;13;106958996;107022118
ENSMUST00000038558;Klf16;10;80567124;80577321
ENSMUST00000114086;Klf7;1;64029447;64121491
ENSMUST00000068259;Klhdc10;6;30401896;30455179
ENSMUST00000021362;Klhdc2;12;69296722;69310687
ENSMUST00000071841;Klhdc3;17;46674550;46680904
ENSMUST00000045884;Klhdc4;8;121796313;121829569
ENSMUST00000111611;Klhl20;1;161088375;161131511
ENSMUST00000030841;Klhl7;5;24100605;24160785
ENSMUST00000094993;Klhl9;4;88718292;88722465
ENSMUST00000006470;Kmt2b;7;30568858;30588717
ENSMUST00000131002;Kmt2b;7;30568860;30585340
ENSMUST00000116280;Knop1;7;118842222;118855998
ENSMUST00000004054;Kpna1;16;35983315;36037131
ENSMUST00000022496;Kpna3;14;61365211;61439874
ENSMUST00000029353;Kpna4;3;69067149;69127113
ENSMUST00000194558;Kpna4;3;69072221;69127092
ENSMUST00000102590;Kpna6;4;129643980;129672767
ENSMUST00000032399;Kras;6;145216699;145250239
ENSMUST00000163048;Krr1;10;111972664;111988432
ENSMUST00000018478;Ksr1;11;79013440;79146407
ENSMUST00000093456;Kxd1;8;70513396;70523180
ENSMUST00000023029;L3mbtl2;15;81663889;81688315
ENSMUST00000034929;Lactb;9;66955393;66975484
ENSMUST00000027071;Lactb2;1;13623330;13660546
ENSMUST00000015433;Lage3;X;74352161;74353618
ENSMUST00000016678;Lamp2;X;38405062;38456454
ENSMUST00000061755;Lamp2;X;38419507;38456454
ENSMUST00000033131;Lamtor1;7;101905904;101911903
ENSMUST00000168345;Lamtor3;3;137918526;137928765
ENSMUST00000199317;Lamtor5;3;107278999;107284082
ENSMUST00000119559;Lancl1;1;67003375;67038834
ENSMUST00000113979;Lancl1;1;67000517;67038872
ENSMUST00000178636;Larp1;11;58009064;58062034
ENSMUST00000100206;Larp4;15;99972780;100016358
ENSMUST00000091829;Larp4b;13;9093982;9174451
ENSMUST00000029588;Larp7;3;127536714;127553349
ENSMUST00000097590;Lars;18;42202298;42262194
ENSMUST00000079987;Las1l;X;95935335;95956913
ENSMUST00000165952;Lats1;10;7681214;7716460
ENSMUST00000067545;Lclat1;17;73107994;73243368
ENSMUST00000033025;Lcmt1;7;123377982;123430358
ENSMUST00000152946;Ldb1;19;46032593;46045214
ENSMUST00000026252;Ldb1;19;46032689;46044914
ENSMUST00000137771;Ldb1;19;46033425;46039481
ENSMUST00000055117;Lemd2;17;27189600;27204469
ENSMUST00000119944;Lemd3;10;120923413;120979332
ENSMUST00000019878;Leng1;7;3660098;3665840
ENSMUST00000037472;Leng8;7;4137049;4148177
ENSMUST00000048937;Leo1;9;75441536;75466432
ENSMUST00000033910;Leprotl1;8;34135572;34147033
ENSMUST00000122026;Lias;5;65391497;65409207
ENSMUST00000043975;Lin37;7;30555441;30559646
ENSMUST00000137170;Lin52;12;84451422;84531573
ENSMUST00000028583;Lin7c;2;109890853;109901003
ENSMUST00000020444;Llph;10;120227070;120232582
ENSMUST00000120461;Lman1;18;65982564;66002621
ENSMUST00000048260;Lman1;18;65980738;66002639
ENSMUST00000021940;Lman2;13;55343833;55362783
ENSMUST00000023283;Lmf2;15;89351004;89355659
ENSMUST00000041804;Lmtk2;5;144100436;144188204
ENSMUST00000047226;Lonp1;17;56614297;56626887
ENSMUST00000034141;Lonp2;8;86624043;86716631
ENSMUST00000023491;Lrch3;16;32914100;33015647
ENSMUST00000199070;Lrig2;3;104453981;104511828
ENSMUST00000032322;Lrp6;6;134446476;134566913
ENSMUST00000153664;Lrpap1;5;35093069;35102514
ENSMUST00000030986;Lrpap1;5;35091501;35105766
ENSMUST00000112308;Lrpprc;17;84705247;84790558
ENSMUST00000030471;Lrrc41;4;116075269;116097043
ENSMUST00000026139;Lrrc45;11;120713925;120721128
ENSMUST00000078717;Lrrc58;16;37868389;37888858
ENSMUST00000021239;Lrrc59;11;94629767;94645216
ENSMUST00000038421;Lsm1;8;25785288;25803975
ENSMUST00000129820;Lsm11;11;45928269;45944935
ENSMUST00000021297;Lsm12;11;102162497;102185296
ENSMUST00000085585;Lsm14a;7;34344646;34389687
ENSMUST00000058764;Lsm14b;2;180026398;180035465
ENSMUST00000055485;Lsm14b;2;180024987;180035461
ENSMUST00000034311;Lsm4;8;70673248;70678752
ENSMUST00000170382;Lsm5;6;56701063;56704692
ENSMUST00000146824;Lsm6;8;78808058;78813214
ENSMUST00000051867;Lsm6;8;78806451;78821140
ENSMUST00000130325;Lsm6;8;78804865;78821140
ENSMUST00000056398;Lsm8;6;18848579;18854053
ENSMUST00000039449;Ltn1;16;87376651;87432612
ENSMUST00000019950;Ltv1;10;13178140;13193168
ENSMUST00000114976;Luc7l;17;26252951;26285504
ENSMUST00000161538;Luc7l2;6;38551465;38606367
ENSMUST00000161227;Luc7l2;6;38551803;38609427
ENSMUST00000107821;Luc7l3;11;94291061;94321988
ENSMUST00000166312;Luc7l3;11;94287890;94321958
ENSMUST00000107820;Luc7l3;11;94291139;94321988
ENSMUST00000053265;Lyrm4;13;35978395;36117526
ENSMUST00000030842;Lzic;4;149485294;149496668
ENSMUST00000026274;Lztfl1;9;123697012;123717625
ENSMUST00000168921;Lztfl1;9;123700053;123712625
ENSMUST00000023444;Lztr1;16;17508688;17526333
ENSMUST00000114449;Maea;5;33335509;33373296
ENSMUST00000058162;Mafg;11;120625117;120633600
ENSMUST00000030348;Magoh;4;107879755;107887424
ENSMUST00000033983;Mak16;8;31159463;31168764
ENSMUST00000128616;Malsu1;6;49073795;49086751
ENSMUST00000008907;Man1a2;3;100562208;100685503
ENSMUST00000042390;Man1b1;2;25332729;25352212
ENSMUST00000041374;Manea;4;26324506;26346891
ENSMUST00000005066;Map2k1;9;64185770;64253631
ENSMUST00000143517;Map2k2;10;81105915;81124697
ENSMUST00000105331;Map2k2;10;81105947;81123883
ENSMUST00000046963;Map2k4;11;65688243;65788297
ENSMUST00000034920;Map2k5;9;63163768;63377902
ENSMUST00000062686;Map2k7;8;4238761;4247897
ENSMUST00000036453;Map3k10;7;27656375;27674594
ENSMUST00000138243;Map3k10;7;27668148;27674581
ENSMUST00000096575;Map3k2;18;32163196;32236751
ENSMUST00000089058;Map3k4;17;12227621;12318796
ENSMUST00000168431;Map4k4;1;39900913;40026310
ENSMUST00000069107;Mapk1;16;16983382;17047453
ENSMUST00000115731;Mapk1;16;16983567;17039040
ENSMUST00000114752;Mapk14;17;28692568;28748404
ENSMUST00000166743;Mapk1ip1l;14;47298269;47323095
ENSMUST00000164235;Mapk1ip1l;14;47308550;47323204
ENSMUST00000168937;Mapk6;9;75386902;75409359
ENSMUST00000111945;Mapk8;14;33377898;33447158
ENSMUST00000115228;Mapk8ip3;17;24897533;24936894
ENSMUST00000121787;Mapk8ip3;17;24897533;24936967
ENSMUST00000102778;Mapk9;11;49854213;49886411
ENSMUST00000020634;Mapk9;11;49846753;49886421
ENSMUST00000066058;Mapkbp1;2;119972699;120027408
ENSMUST00000028981;Mapre1;2;153741274;153773310
ENSMUST00000115830;Mapre2;18;23753725;23892364
ENSMUST00000161821;Marc2;1;184822375;184846451
ENSMUST00000068725;Marc2;1;184813068;184845881
ENSMUST00000172767;March2;17;33691515;33718670
ENSMUST00000173329;March2;17;33694217;33718657
ENSMUST00000066121;March2;17;33685712;33718645
ENSMUST00000174040;March2;17;33696026;33718591
ENSMUST00000173015;March2;17;33691515;33718640
ENSMUST00000024078;March5;19;37207543;37222151
ENSMUST00000090227;March6;15;31455891;31531053
ENSMUST00000090300;Marf1;16;14109173;14159267
ENSMUST00000032557;Mark2;19;7275396;7341819
ENSMUST00000084953;Mark3;12;111574527;111656221
ENSMUST00000003908;Mast2;4;116306762;116463922
ENSMUST00000106484;Mast2;4;116306762;116463751
ENSMUST00000206765;Mat2a;CHR_MG184_PATCH;72432798;72439555
ENSMUST00000193334;Mat2a;CHR_MG184_PATCH;72432798;72439557
ENSMUST00000205335;Mat2a;6;72432799;72439556
ENSMUST00000059472;Mat2a;6;72432799;72439558
ENSMUST00000101347;Mat2b;11;40679314;40695203
ENSMUST00000040167;Mat2b;11;40679314;40692774
ENSMUST00000168013;Mau2;8;70016123;70042685
ENSMUST00000082136;Max;12;76937274;76962201
ENSMUST00000205568;Maz;7;127022130;127026526
ENSMUST00000206254;Maz;7;127022135;127027024
ENSMUST00000097530;Mbd1;18;74268175;74282732
ENSMUST00000074058;Mbd2;18;70568189;70626131
ENSMUST00000105349;Mbd3;10;80392539;80399550
ENSMUST00000092295;Mbd3;10;80392539;80399550
ENSMUST00000142997;Mbd3;10;80392539;80395170
ENSMUST00000112745;Mbd5;2;48949508;49260558
ENSMUST00000047413;Mbd5;2;49245969;49319690
ENSMUST00000021416;Mbip;12;56328303;56345894
ENSMUST00000193517;Mbnl1;3;60529031;60629748
ENSMUST00000099087;Mbnl1;3;60501179;60629750
ENSMUST00000038608;Mboat7;7;3677789;3693523
ENSMUST00000081381;Mbtps1;8;119508156;119558735
ENSMUST00000058098;Mbtps2;X;157547824;157598715
ENSMUST00000061882;Mcat;15;83546797;83555735
ENSMUST00000029259;Mccc1;3;35959833;36000678
ENSMUST00000022148;Mccc2;13;99948533;100015639
ENSMUST00000170795;Mcm3ap;10;76468927;76515857
ENSMUST00000075540;Mcm9;10;53536329;53630439
ENSMUST00000057557;Mcmbp;7;128696441;128740495
ENSMUST00000004683;Mcoln1;8;3500457;3515232
ENSMUST00000041190;Mcrs1;15;99242817;99251961
ENSMUST00000000365;Mcts1;X;38600655;38613426
ENSMUST00000020312;Mcu;10;59446984;59616692
ENSMUST00000021800;Mcur1;13;43538393;43560161
ENSMUST00000082337;Mdc1;17;35841515;35859670
ENSMUST00000102874;Mdh1;11;21556787;21572193
ENSMUST00000188090;Mdm4;1;132986220;133025416
ENSMUST00000002400;Mdp1;14;55657879;55660508
ENSMUST00000025439;Me2;18;73769903;73815438
ENSMUST00000002845;Mea1;17;46681124;46683111
ENSMUST00000055213;Meaf6;4;125085151;125109889
ENSMUST00000154689;Meaf6;4;125085134;125113238
ENSMUST00000100750;Mecp2;X;74026592;74085669
ENSMUST00000107545;Med1;11;98152155;98193293
ENSMUST00000022089;Med10;13;69809841;69816104
ENSMUST00000043624;Med13;11;86267033;86357602
ENSMUST00000100816;Med13l;5;118560719;118765438
ENSMUST00000034411;Med17;9;15260351;15279931
ENSMUST00000102645;Med19;2;84678402;84688215
ENSMUST00000032429;Med21;6;146642547;146650602
ENSMUST00000102899;Med22;2;26905262;26910677
ENSMUST00000017354;Med24;11;98704591;98729435
ENSMUST00000208551;Med25;7;44879391;44892366
ENSMUST00000208253;Med25;7;44876765;44892391
ENSMUST00000058534;Med26;8;72494561;72548270
ENSMUST00000156481;Med28;5;45520229;45529276
ENSMUST00000118833;Med28;5;45520303;45525637
ENSMUST00000037115;Med30;15;52712442;52730564
ENSMUST00000021157;Med31;11;72211724;72215592
ENSMUST00000022705;Med4;14;73510025;73518545
ENSMUST00000020665;Med7;11;46436952;46441527
ENSMUST00000081980;Med9;11;59948206;59962205
ENSMUST00000001455;Mef2d;3;88142372;88172086
ENSMUST00000119251;Mef2d;3;88142416;88169930
ENSMUST00000078459;Memo1;17;74200702;74294790
ENSMUST00000031740;Mepce;5;137781906;137786663
ENSMUST00000029804;Metap1;3;138458956;138489515
ENSMUST00000047910;Metap2;10;93858489;93889814
ENSMUST00000181217;Metap2;10;93860929;93889784
ENSMUST00000006915;Mettl1;10;127041932;127046365
ENSMUST00000029759;Mettl14;3;123368297;123386108
ENSMUST00000141755;Mettl16;11;74770830;74828525
ENSMUST00000114079;Mettl21a;1;64606473;64617242
ENSMUST00000055303;Mettl6;14;31476820;31495040
ENSMUST00000033163;Mettl9;7;121034445;121076835
ENSMUST00000091852;Mex3c;18;73573044;73592575
ENSMUST00000160972;Mff;1;82729229;82752390
ENSMUST00000160786;Mff;1;82724940;82752350
ENSMUST00000118286;Mfn1;3;32531554;32577353
ENSMUST00000091257;Mfn1;3;32529465;32579239
ENSMUST00000105716;Mfn2;4;147873599;147904687
ENSMUST00000021173;Mfsd11;11;116853820;116875635
ENSMUST00000029570;Mfsd14a;3;116631164;116662677
ENSMUST00000026859;Mfsd8;3;40818103;40846885
ENSMUST00000081794;Mgat1;11;49244246;49263027
ENSMUST00000101293;Mgat1;11;49250512;49263030
ENSMUST00000060579;Mgat2;12;69184157;69186770
ENSMUST00000038361;Mgat5;1;127205018;127488336
ENSMUST00000026243;Mgea5;19;45750259;45783551
ENSMUST00000070658;Mgrn1;16;4886252;4938296
ENSMUST00000052838;Mib1;18;10725548;10818578
ENSMUST00000150000;Mib1;18;10798365;10817628
ENSMUST00000022543;Micu2;14;57916261;57999262
ENSMUST00000023048;Mief1;15;80234018;80253371
ENSMUST00000025827;Minpp1;19;32485769;32515364
ENSMUST00000048807;Mis12;11;71019611;71027371
ENSMUST00000099554;Mis18a;16;90719312;90727404
ENSMUST00000028730;Mkks;2;136873780;136891382
ENSMUST00000110089;Mkks;2;136873780;136891389
ENSMUST00000026699;Mkln1;6;31398735;31516811
ENSMUST00000130108;Mkln1;6;31489394;31507968
ENSMUST00000000449;Mkrn2;6;115601902;115622624
ENSMUST00000112121;Mlec;5;115142981;115158179
ENSMUST00000180095;Mlf2;6;124931432;124936145
ENSMUST00000025053;Mllt1;17;56892611;56935415
ENSMUST00000070888;Mlst8;17;24473553;24479078
ENSMUST00000107302;Mlx;11;101087277;101092207
ENSMUST00000098367;Mlycd;8;119394878;119411102
ENSMUST00000031560;Mmab;5;114431034;114444060
ENSMUST00000102769;Mmadhc;2;50279881;50296717
ENSMUST00000059899;Mmgt1;X;56585512;56598069
ENSMUST00000084418;Mob2;7;142008550;142061065
ENSMUST00000162364;Mob4;1;55131231;55154899
ENSMUST00000099071;Mocs3;2;168230622;168232594
ENSMUST00000032114;Mogs;6;83115496;83118898
ENSMUST00000035202;Mon1a;9;107888182;107903139
ENSMUST00000191906;Mon1a;9;107888151;107903134
ENSMUST00000096441;Morc2a;11;3649191;3690477
ENSMUST00000085248;Morf4l1;9;90091665;90114715
ENSMUST00000169860;Morf4l1;9;90091665;90114774
ENSMUST00000080411;Morf4l2;X;136732953;136741352
ENSMUST00000018905;Mpdu1;11;69656697;69662642
ENSMUST00000032735;Mphosph10;7;64376527;64392268
ENSMUST00000034303;Mphosph6;8;117791645;117801943
ENSMUST00000034856;Mpi;9;57544256;57552763
ENSMUST00000049744;Mplkip;13;17695413;17699105
ENSMUST00000149441;Mpnd;17;56009201;56016790
ENSMUST00000154241;Mpv17;5;31140654;31154251
ENSMUST00000128757;Mpv17l;16;13903161;13949619
ENSMUST00000038626;Mpv17l2;8;70758649;70760946
ENSMUST00000115632;Mre11a;9;14784676;14837123
ENSMUST00000034405;Mre11a;9;14784654;14834646
ENSMUST00000018549;Mrm1;11;84813061;84819515
ENSMUST00000001485;Mrpl10;11;97041560;97049213
ENSMUST00000025836;Mrpl11;19;4962147;4966999
ENSMUST00000172387;Mrpl13;15;55534094;55557748
ENSMUST00000024734;Mrpl14;17;45686322;45698495
ENSMUST00000176498;Mrpl17;7;105809765;105810999
ENSMUST00000079121;Mrpl18;17;12911349;12916345
ENSMUST00000032124;Mrpl19;6;81957851;81965958
ENSMUST00000020820;Mrpl22;11;58171661;58179565
ENSMUST00000119968;Mrpl24;3;87919506;87923662
ENSMUST00000121048;Mrpl24;3;87921609;87923672
ENSMUST00000019854;Mrpl24;3;87919506;87923672
ENSMUST00000025278;Mrpl27;11;94653767;94660089
ENSMUST00000025014;Mrpl28;17;26123500;26126613
ENSMUST00000027256;Mrpl30;1;37890477;37898535
ENSMUST00000065103;Mrpl35;6;71812997;71823810
ENSMUST00000022098;Mrpl36;13;73330988;73332178
ENSMUST00000030365;Mrpl37;4;107055874;107066868
ENSMUST00000106439;Mrpl38;11;116131817;116138868
ENSMUST00000116584;Mrpl39;16;84717576;84735742
